year,team,Opponent,Date,GF,GA,local_fifa_index,visitante_fifa_index,all_nrm_did_score_local,all_nrm_fail_to_score_local,all_nrm_did_receive_goal_local,all_nrm_didnt_receive_goal_local,all_nrm_GF_local,all_nrm_GA_local,all_nrm_Gdiff_local,all_nrm_did_score_visitante,all_nrm_fail_to_score_visitante,all_nrm_did_receive_goal_visitante,all_nrm_didnt_receive_goal_visitante,all_nrm_GF_visitante,all_nrm_GA_visitante,all_nrm_Gdiff_visitante
2022,Qatar,Senegal,2022-11-25,,,0.781996415575952,0.860468147504481,0.714285714285714,0.285714285714286,0.714285714285714,0.285714285714286,1.14285714285714,1,0.142857142857143,0.692307692307692,0.307692307692308,0.384615384615385,0.615384615384615,1.30769230769231,0.384615384615385,0.923076923076923
2022,Netherlands,Ecuador,2022-11-25,,,0.920279150600119,0.795302232118612,1,0,0.75,0.25,2.375,1.125,1.25,0.6,0.4,0.4,0.6,0.6,0.6,0
2022,England,United States,2022-11-25,,,0.938722641611905,0.883875522728507,0.5,0.5,0.75,0.25,1.125,1.375,-0.25,0.444444444444444,0.555555555555556,0.444444444444444,0.555555555555556,1.33333333333333,0.777777777777778,0.555555555555556
2022,Switzerland,Cameroon,2022-11-24,,,0.888459240753815,0.799131048715581,0.75,0.25,0.875,0.125,1,1.5,-0.5,0.692307692307692,0.307692307692308,0.769230769230769,0.230769230769231,1.38461538461538,1,0.384615384615385
2022,Uruguay,Korea Republic,2022-11-24,,,0.88997447455602,0.831097594091131,0.857142857142857,0.142857142857143,0.285714285714286,0.714285714285714,1.85714285714286,0.285714285714286,1.57142857142857,0.923076923076923,0.0769230769230769,0.461538461538462,0.538461538461538,2.07692307692308,0.923076923076923,1.15384615384615
2022,Portugal,Ghana,2022-11-24,,,0.910530603378048,0.756530711996959,0.75,0.25,0.5,0.5,2,0.5,1.5,0.6,0.4,0.7,0.3,0.9,1.3,-0.4
2022,Brazil,Serbia,2022-11-24,,,1,0.849193504589149,1,0,0.375,0.625,3.375,0.375,3,0.75,0.25,0.625,0.375,1.75,1,0.75
2022,Morocco,Croatia,2022-11-23,,,0.849128333242818,0.893738119806658,0.833333333333333,0.166666666666667,0.583333333333333,0.416666666666667,1.58333333333333,0.916666666666667,0.666666666666667,0.875,0.125,0.75,0.25,1.375,1,0.375
2022,Germany,Japan,2022-11-23,,,0.896220061912779,0.846977678813882,0.875,0.125,0.875,0.125,1.75,1.25,0.5,0.75,0.25,0.375,0.625,1.625,0.375,1.25
2022,Spain,Costa Rica,2022-11-23,,,0.931526638787813,0.816591538586868,1,0,0.5,0.5,1.875,0.75,1.125,0.9,0.1,0.3,0.7,1.4,0.4,1
2022,Belgium,Canada,2022-11-23,,,0.986645304947591,0.801064465323413,0.875,0.125,0.75,0.25,2,1.25,0.75,0.666666666666667,0.333333333333333,0.444444444444444,0.555555555555556,1.55555555555556,0.666666666666667,0.888888888888889
2022,Argentina,Saudi Arabia,2022-11-22,,,0.963384565252811,0.780850486069625,1,0,0.285714285714286,0.714285714285714,2.57142857142857,0.285714285714286,2.28571428571429,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,-0.0909090909090909
2022,Denmark,Tunisia,2022-11-22,,,0.905105088795959,0.818736762070276,0.875,0.125,0.625,0.375,1.75,1.125,0.625,0.545454545454545,0.454545454545455,0.363636363636364,0.636363636363636,1.09090909090909,0.727272727272727,0.363636363636364
2022,Mexico,Poland,2022-11-22,,,0.893330798892087,0.841030793461142,0.571428571428571,0.428571428571429,0.357142857142857,0.642857142857143,1.07142857142857,0.642857142857143,0.428571428571429,0.75,0.25,0.75,0.25,1.125,1.625,-0.5
2022,France,Australia,2022-11-22,,,0.955726932058871,0.808515722587303,0.75,0.25,0.75,0.25,1.5,1,0.5,0.666666666666667,0.333333333333333,0.555555555555556,0.444444444444444,1.44444444444444,0.777777777777778,0.666666666666667
2022,England,IR Iran,2022-11-21,,,0.938722641611905,0.849731168196383,0.5,0.5,0.75,0.25,1.125,1.375,-0.25,0.875,0.125,0.5,0.5,1,0.875,0.125
2022,Senegal,Netherlands,2022-11-21,,,0.860468147504481,0.920279150600119,0.692307692307692,0.307692307692308,0.384615384615385,0.615384615384615,1.30769230769231,0.384615384615385,0.923076923076923,1,0,0.75,0.25,2.375,1.125,1.25
2022,United States,Wales,2022-11-21,,,0.883875522728507,0.852560690816271,0.444444444444444,0.555555555555556,0.444444444444444,0.555555555555556,1.33333333333333,0.777777777777778,0.555555555555556,0.888888888888889,0.111111111111111,0.888888888888889,0.111111111111111,1.11111111111111,1.44444444444444,-0.333333333333333
2022,Qatar,Ecuador,2022-11-20,,,0.781996415575952,0.795302232118612,0.714285714285714,0.285714285714286,0.714285714285714,0.285714285714286,1.14285714285714,1,0.142857142857143,0.6,0.4,0.4,0.6,0.6,0.6,0
2022,Bahrain,Serbia,2022-11-18,,,0.701609743355319,0.843254097825377,1,0,1,0,2,2,0,0.75,0.25,0.625,0.375,1.75,1,0.75
2022,Belgium,Egypt,2022-11-18,,,0.991488713293716,0.806847123359237,0.875,0.125,0.75,0.25,2,1.25,0.75,0.5,0.5,0.5,0.5,0.666666666666667,1,-0.333333333333333
2022,Cameroon,Panama,2022-11-18,,,0.808109667167331,0.756040619081826,0.692307692307692,0.307692307692308,0.769230769230769,0.230769230769231,1.38461538461538,1,0.384615384615385,0.6,0.4,0.8,0.2,0.6,1.6,-1
2022,Ghana,Switzerland,2022-11-17,,,0.758326258734409,0.882382071877925,0.6,0.4,0.7,0.3,0.9,1.3,-0.4,0.75,0.25,0.875,0.125,1,1.5,-0.5
2022,Morocco,Georgia,2022-11-17,,,0.848053941095801,0.70553342475892,0.833333333333333,0.166666666666667,0.583333333333333,0.416666666666667,1.58333333333333,0.916666666666667,0.666666666666667,,,,,,,
2022,Portugal,Nigeria,2022-11-17,,,0.913521191144779,0.818857615533642,0.75,0.25,0.5,0.5,2,0.5,1.5,0.333333333333333,0.666666666666667,0.833333333333333,0.166666666666667,0.333333333333333,1.16666666666667,-0.833333333333333
2022,Jordan,Spain,2022-11-17,,,0.696434402141971,0.934353163978319,1,0,1,0,1,2,-1,1,0,0.5,0.5,1.875,0.75,1.125
2022,Japan,Canada,2022-11-17,,,0.84606216939855,0.802052722087986,0.75,0.25,0.375,0.625,1.625,0.375,1.25,0.666666666666667,0.333333333333333,0.444444444444444,0.555555555555556,1.55555555555556,0.666666666666667,0.888888888888889
2022,Iraq,Costa Rica,2022-11-17,,,0.728634711247524,0.816332527917456,0,1,0.666666666666667,0.333333333333333,0,1.66666666666667,-1.66666666666667,0.9,0.1,0.3,0.7,1.4,0.4,1
2022,UAE,Argentina,2022-11-16,,,0.732542066653606,0.963587583534687,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,1,-0.333333333333333,1,0,0.285714285714286,0.714285714285714,2.57142857142857,0.285714285714286,2.28571428571429
2022,Oman,Germany,2022-11-16,,,0.719992816561092,0.902805894773504,0.5,0.5,1,0,1,1.5,-0.5,0.875,0.125,0.875,0.125,1.75,1.25,0.5
2022,IR Iran,Tunisia,2022-11-16,,,0.848211759071813,0.820577287272252,0.875,0.125,0.5,0.5,1,0.875,0.125,0.545454545454545,0.454545454545455,0.363636363636364,0.636363636363636,1.09090909090909,0.727272727272727,0.363636363636364
2022,Mexico,Sweden,2022-11-16,,,0.89769585755023,0.850823918674765,0.571428571428571,0.428571428571429,0.357142857142857,0.642857142857143,1.07142857142857,0.642857142857143,0.428571428571429,0.333333333333333,0.666666666666667,1,0,0.333333333333333,2.33333333333333,-2
2022,Poland,Chile,2022-11-16,,,0.841431028102484,0.824386686693224,0.75,0.25,0.75,0.25,1.125,1.625,-0.5,0.333333333333333,0.666666666666667,1,0,0.5,2.33333333333333,-1.83333333333333
2022,Saudi Arabia,Croatia,2022-11-16,,,0.781329589237902,0.888215894991184,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,-0.0909090909090909,0.875,0.125,0.75,0.25,1.375,1,0.375
2022,Ecuador,Iraq,2022-11-12,0,0,0.796567186921788,0.728634711247524,0.6,0.4,0.4,0.6,0.6,0.6,0,0,1,0.666666666666667,0.333333333333333,0,1.66666666666667,-1.66666666666667
2022,Korea Republic,Iceland,2022-11-11,1,0,0.830459957770087,0.750783647880886,0.923076923076923,0.0769230769230769,0.461538461538462,0.538461538461538,2.07692307692308,0.923076923076923,1.15384615384615,0.25,0.75,1,0,0.25,3,-2.75
2022,Bahrain,Canada,2022-11-11,2,2,0.701609743355319,0.802052722087986,1,0,1,0,2,2,0,0.666666666666667,0.333333333333333,0.444444444444444,0.555555555555556,1.55555555555556,0.666666666666667,0.888888888888889
2022,IR Iran,Nicaragua,2022-11-10,1,2,0.848211759071813,0.587289666731971,0.875,0.125,0.5,0.5,1,0.875,0.125,0.666666666666667,0.333333333333333,1,0,1,1.33333333333333,-0.333333333333333
2022,Saudi Arabia,Panama,2022-11-10,1,1,0.781329589237902,0.756040619081826,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,-0.0909090909090909,0.6,0.4,0.8,0.2,0.6,1.6,-1
2022,Mexico,Iraq,2022-11-09,4,0,0.89769585755023,0.728634711247524,0.571428571428571,0.428571428571429,0.357142857142857,0.642857142857143,1.07142857142857,0.642857142857143,0.428571428571429,0,1,0.666666666666667,0.333333333333333,0,1.66666666666667,-1.66666666666667
2022,Qatar,Albania,2022-11-09,1,0,0.784719954722567,0.741096889353273,0.714285714285714,0.285714285714286,0.714285714285714,0.285714285714286,1.14285714285714,1,0.142857142857143,0.5,0.5,1,0,0.5,1.5,-1
2022,Cameroon,Jamaica,2022-11-09,1,1,0.808109667167331,0.752116937678226,0.692307692307692,0.307692307692308,0.769230769230769,0.230769230769231,1.38461538461538,1,0.384615384615385,0.5,0.5,1,0,0.5,2,-1.5
2022,Costa Rica,Nigeria,2022-11-09,2,0,0.816332527917456,0.818857615533642,0.9,0.1,0.3,0.7,1.4,0.4,1,0.333333333333333,0.666666666666667,0.833333333333333,0.166666666666667,0.333333333333333,1.16666666666667,-0.833333333333333
2022,Saudi Arabia,Iceland,2022-11-06,1,0,0.781329589237902,0.750783647880886,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,-0.0909090909090909,0.25,0.75,1,0,0.25,3,-2.75
2022,Saudi Arabia,Honduras,2022-10-30,0,0,0.781329589237902,0.707291190491739,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,-0.0909090909090909,0,1,0.8,0.2,0,1.8,-1.8
2022,Qatar,Nicaragua,2022-10-13,2,1,0.784719954722567,0.587289666731971,0.714285714285714,0.285714285714286,0.714285714285714,0.285714285714286,1.14285714285714,1,0.142857142857143,0.666666666666667,0.333333333333333,1,0,1,1.33333333333333,-0.333333333333333
2022,Argentina,Jamaica,2022-09-27,3,0,0.963587583534687,0.752116937678226,1,0,0.285714285714286,0.714285714285714,2.57142857142857,0.285714285714286,2.28571428571429,0.5,0.5,1,0,0.5,2,-1.5
2022,Ecuador,Japan,2022-09-27,0,0,0.796567186921788,0.84501730555737,0.6,0.4,0.4,0.6,0.6,0.6,0,0.75,0.25,0.375,0.625,1.625,0.375,1.25
2022,Ghana,Nicaragua,2022-09-27,1,0,0.756263741047911,0.587289666731971,0.6,0.4,0.7,0.3,0.9,1.3,-0.4,0.666666666666667,0.333333333333333,1,0,1,1.33333333333333,-0.333333333333333
2022,Senegal,IR Iran,2022-09-27,1,1,0.867155358192386,0.848211759071813,0.692307692307692,0.307692307692308,0.384615384615385,0.615384615384615,1.30769230769231,0.384615384615385,0.923076923076923,0.875,0.125,0.5,0.5,1,0.875,0.125
2022,Mexico,Colombia,2022-09-27,2,3,0.89769585755023,0.872934761313916,0.571428571428571,0.428571428571429,0.357142857142857,0.642857142857143,1.07142857142857,0.642857142857143,0.428571428571429,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,1.33333333333333,1,0.333333333333333
2022,Morocco,Paraguay,2022-09-27,0,0,0.848353251050306,0.783718626874769,0.833333333333333,0.166666666666667,0.583333333333333,0.416666666666667,1.58333333333333,0.916666666666667,0.666666666666667,0.571428571428571,0.428571428571429,0.714285714285714,0.285714285714286,1,1.71428571428571,-0.714285714285714
2022,Portugal,Spain,2022-09-27,0,1,0.913521191144779,0.934353163978319,0.75,0.25,0.5,0.5,2,0.5,1.5,1,0,0.5,0.5,1.875,0.75,1.125
2022,Qatar,Chile,2022-09-27,2,2,0.784415202768889,0.824386686693224,0.714285714285714,0.285714285714286,0.714285714285714,0.285714285714286,1.14285714285714,1,0.142857142857143,0.333333333333333,0.666666666666667,1,0,0.5,2.33333333333333,-1.83333333333333
2022,Saudi Arabia,United States,2022-09-27,0,0,0.781329589237902,0.889772306754609,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,-0.0909090909090909,0.444444444444444,0.555555555555556,0.444444444444444,0.555555555555556,1.33333333333333,0.777777777777778,0.555555555555556
2022,Norway,Serbia,2022-09-27,0,2,0.81007967086789,0.843254097825377,0.5,0.5,0.5,0.5,0.5,1,-0.5,0.75,0.25,0.625,0.375,1.75,1,0.75
2022,Switzerland,Czech Republic,2022-09-27,2,1,0.882382071877925,0.817878055682536,0.75,0.25,0.875,0.125,1,1.5,-0.5,0.571428571428571,0.428571428571429,1,0,0.857142857142857,2,-1.14285714285714
2022,Tunisia,Brazil,2022-09-27,1,5,0.820577287272252,1,0.545454545454545,0.454545454545455,0.363636363636364,0.636363636363636,1.09090909090909,0.727272727272727,0.363636363636364,1,0,0.375,0.625,3.375,0.375,3
2022,Korea Republic,Cameroon,2022-09-27,1,0,0.830557913755197,0.808109667167331,0.923076923076923,0.0769230769230769,0.461538461538462,0.538461538461538,2.07692307692308,0.923076923076923,1.15384615384615,0.692307692307692,0.307692307692308,0.769230769230769,0.230769230769231,1.38461538461538,1,0.384615384615385
2022,Canada,Uruguay,2022-09-27,0,2,0.802052722087986,0.894506846034959,0.666666666666667,0.333333333333333,0.444444444444444,0.555555555555556,1.55555555555556,0.666666666666667,0.888888888888889,0.857142857142857,0.142857142857143,0.285714285714286,0.714285714285714,1.85714285714286,0.285714285714286,1.57142857142857
2022,Costa Rica,Uzbekistan,2022-09-27,2,1,0.816332527917456,0.711067937917674,0.9,0.1,0.3,0.7,1.4,0.4,1,1,0,0.5,0.5,1.5,1,0.5
2022,England,Germany,2022-09-26,3,3,0.945525588280111,0.902805894773504,0.5,0.5,0.75,0.25,1.125,1.375,-0.25,0.875,0.125,0.875,0.125,1.75,1.25,0.5
2022,New Zealand,Australia,2022-09-25,0,2,0.652473932823962,0.807445743268247,0,1,1,0,0,1.33333333333333,-1.33333333333333,0.666666666666667,0.333333333333333,0.555555555555556,0.444444444444444,1.44444444444444,0.777777777777778,0.666666666666667
2022,Wales,Poland,2022-09-25,0,1,0.860995015128758,0.841431028102484,0.888888888888889,0.111111111111111,0.888888888888889,0.111111111111111,1.11111111111111,1.44444444444444,-0.333333333333333,0.75,0.25,0.75,0.25,1.125,1.625,-0.5
2022,Netherlands,Belgium,2022-09-25,1,0,0.913934783081913,0.991488713293716,1,0,0.75,0.25,2.375,1.125,1.25,0.875,0.125,0.75,0.25,2,1.25,0.75
2022,Austria,Croatia,2022-09-25,1,3,0.817644049718104,0.888215894991184,0.714285714285714,0.285714285714286,0.857142857142857,0.142857142857143,1,1.71428571428571,-0.714285714285714,0.875,0.125,0.75,0.25,1.375,1,0.375
2022,Denmark,France,2022-09-25,2,0,0.906348636235007,0.960431224014454,0.875,0.125,0.625,0.375,1.75,1.125,0.625,0.75,0.25,0.75,0.25,1.5,1,0.5
2022,Mexico,Peru,2022-09-24,1,0,0.89769585755023,0.850170878774027,0.571428571428571,0.428571428571429,0.357142857142857,0.642857142857143,1.07142857142857,0.642857142857143,0.428571428571429,0.25,0.75,0.75,0.25,0.25,0.75,-0.5
2022,Czech Republic,Portugal,2022-09-24,0,4,0.817878055682536,0.913521191144779,0.571428571428571,0.428571428571429,1,0,0.857142857142857,2,-1.14285714285714,0.75,0.25,0.5,0.5,2,0.5,1.5
2022,Senegal,Bolivia,2022-09-24,2,0,0.867155358192386,0.706812294564531,0.692307692307692,0.307692307692308,0.384615384615385,0.615384615384615,1.30769230769231,0.384615384615385,0.923076923076923,0,1,1,0,0,3,-3
2022,Serbia,Sweden,2022-09-24,4,1,0.843254097825377,0.850823918674765,0.75,0.25,0.625,0.375,1.75,1,0.75,0.333333333333333,0.666666666666667,1,0,0.333333333333333,2.33333333333333,-2
2022,Spain,Switzerland,2022-09-24,1,2,0.934353163978319,0.882382071877925,1,0,0.5,0.5,1.875,0.75,1.125,0.75,0.25,0.875,0.125,1,1.5,-0.5
2022,Argentina,Honduras,2022-09-23,3,0,0.963587583534687,0.707291190491739,1,0,0.285714285714286,0.714285714285714,2.57142857142857,0.285714285714286,2.28571428571429,0,1,0.8,0.2,0,1.8,-1.8
2022,Ecuador,Saudi Arabia,2022-09-23,0,0,0.796567186921788,0.781329589237902,0.6,0.4,0.4,0.6,0.6,0.6,0,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,-0.0909090909090909
2022,Italy,England,2022-09-23,1,0,0.932682470232264,0.945525588280111,0.75,0.25,0.5,0.5,1,1.5,-0.5,0.5,0.5,0.75,0.25,1.125,1.375,-0.25
2022,Germany,Hungary,2022-09-23,0,1,0.902805894773504,0.80909466901761,0.875,0.125,0.875,0.125,1.75,1.25,0.5,0.8,0.2,0.4,0.6,1.4,0.4,1
2022,IR Iran,Uruguay,2022-09-23,1,0,0.848211759071813,0.894506846034959,0.875,0.125,0.5,0.5,1,0.875,0.125,0.857142857142857,0.142857142857143,0.285714285714286,0.714285714285714,1.85714285714286,0.285714285714286,1.57142857142857
2022,United States,Japan,2022-09-23,0,2,0.889772306754609,0.84501730555737,0.444444444444444,0.555555555555556,0.444444444444444,0.555555555555556,1.33333333333333,0.777777777777778,0.555555555555556,0.75,0.25,0.375,0.625,1.625,0.375,1.25
2022,Morocco,Chile,2022-09-23,2,0,0.848353251050306,0.824386686693224,0.833333333333333,0.166666666666667,0.583333333333333,0.416666666666667,1.58333333333333,0.916666666666667,0.666666666666667,0.333333333333333,0.666666666666667,1,0,0.5,2.33333333333333,-1.83333333333333
2022,Brazil,Ghana,2022-09-23,3,0,1,0.756263741047911,1,0,0.375,0.625,3.375,0.375,3,0.6,0.4,0.7,0.3,0.9,1.3,-0.4
2022,Cameroon,Uzbekistan,2022-09-23,0,2,0.808109667167331,0.711067937917674,0.692307692307692,0.307692307692308,0.769230769230769,0.230769230769231,1.38461538461538,1,0.384615384615385,1,0,0.5,0.5,1.5,1,0.5
2022,Qatar,Canada,2022-09-23,0,2,0.784415202768889,0.802052722087986,0.714285714285714,0.285714285714286,0.714285714285714,0.285714285714286,1.14285714285714,1,0.142857142857143,0.666666666666667,0.333333333333333,0.444444444444444,0.555555555555556,1.55555555555556,0.666666666666667,0.888888888888889
2022,Korea Republic,Costa Rica,2022-09-23,2,2,0.830557913755197,0.816332527917456,0.923076923076923,0.0769230769230769,0.461538461538462,0.538461538461538,2.07692307692308,0.923076923076923,1.15384615384615,0.9,0.1,0.3,0.7,1.4,0.4,1
2022,France,Austria,2022-09-22,2,0,0.960431224014454,0.817644049718104,0.75,0.25,0.75,0.25,1.5,1,0.5,0.714285714285714,0.285714285714286,0.857142857142857,0.142857142857143,1,1.71428571428571,-0.714285714285714
2022,Australia,New Zealand,2022-09-22,1,0,0.807445743268247,0.652473932823962,0.666666666666667,0.333333333333333,0.555555555555556,0.444444444444444,1.44444444444444,0.777777777777778,0.666666666666667,0,1,1,0,0,1.33333333333333,-1.33333333333333
2022,Poland,Netherlands,2022-09-22,0,2,0.841431028102484,0.913934783081913,0.75,0.25,0.75,0.25,1.125,1.625,-0.5,1,0,0.75,0.25,2.375,1.125,1.25
2022,Tunisia,Comoros,2022-09-22,1,0,0.820577287272252,0.615969002372712,0.545454545454545,0.454545454545455,0.363636363636364,0.636363636363636,1.09090909090909,0.727272727272727,0.363636363636364,0.5,0.5,1,0,1,1.75,-0.75
2022,Belgium,Wales,2022-09-22,2,1,0.991488713293716,0.860995015128758,0.875,0.125,0.75,0.25,2,1.25,0.75,0.888888888888889,0.111111111111111,0.888888888888889,0.111111111111111,1.11111111111111,1.44444444444444,-0.333333333333333
